workerID,S-task16.visType,S-task16.answer.value,S-task16.feedback.confidence,S-task16.feedback.difficulty,S-task16.feedback.explanation,S-task16.minutesToComplete,averageAccuracy,overallMinutesToComplete,demographics.age,demographics.degree,demographics.sex,demographics.vis_experience,overallFeedback.overall,overallFeedback.training.explanation,overallFeedback.training.helpful
5c3bba90a5cdf70001cba89f,adjMatrix,MViews is really popular despite being new institution's account despite this all i see is large matrix with squares on it and rectangles,1,7,,3.866666667,0.869791667,46.9,21,High School,Male,2,i think that instructions was overcomplicated i had much trouble with path parts. i have 1440x900 display (it is said that  1400px x 850px is minimum so it's fine) and i had to zoom out browser to 75% to have whole matrix on my screen.,,3
5c3388fa01439b0001a0adfe,adjMatrix,North Americans are more involved with Twitter.,2,7,,2.733333333,0.89375,38.43333333,36,Masters,Female,1,,,5
5c32748a867f660001b0abf7,adjMatrix,It's a very interesting network i don't have anything particular that i want to find but it looks really complicated at first sight but very organized and i really like it.,7,1,,1.45,0.75,54.08333333,18,High School,Male,6,,,7
5c27b2157e42a600015bf8ef,adjMatrix,Very few users from Asia. Institutions don't tweet nearly as much as people Institutions don't have as many followers as people tend to. Menna only has one neighbor Jack.,6,1,,5.683333333,0.84375,51.63333333,19,High School,Male,2,I had felt like I was thrown in without  a full understanding even after watching the video multiple times and practicing. I'd learned to work my way around fairly quickly however I feel like I wasn't properly prepared. Overall it's definitely interesting but a little more preparation for those put into it would be better for all involved.,What the video had explained it  explained fairly well however I feel like a lot was left out and more examples for what was explained could have been helpful.,2
5c26722910677f0001db8250,adjMatrix,Robert has the most interations,4,6,,0.75,0.35,65.9,30,High School,Female,1,interesting study to take a part in thank you ,slightly helpful could have been more infomative,3
5c23396210677f0001dae38b,adjMatrix,I don't see anything surprising,1,7,,1.716666667,0.692708333,61.1,20,High School,Male,6,,Very useful,5
5c1c157f77936700018284b7,adjMatrix,-Vast majority of users are from North America or Europe-Institutions tweet less than people on average-,3,7,,5.266666667,0.9375,36.05,32,Bachelors,Female,4,Honestly this visualization gave me a headache and made me feel a bit nauseous. ,,4
5c1053202b16ba0001c86317,adjMatrix,none that I see,6,2,,1.216666667,0.75,30.16666667,34,Bachelors,Male,1,,,7
5c0f111d52bf070001d27721,adjMatrix,Robert is not close to the top of number of followers but he has the second most interactions. MViews has almost no tweets and his account is new  but he is the 4th with the most followers.,7,1,,2.366666667,0.927083333,34.36666667,20,High School,Male,7,,,6
5c0e2e9e26085900013a6b07,adjMatrix,The number of followers is not very proportional to account age,3,7,,1.916666667,0.75,61.76666667,28,Bachelors,Male,3,,,4
5c06b3f64a2b7b0001c3c185,adjMatrix,The institution MViews has a huge amount of followers for their small amount of tweets and their account age they probably bought bot followers.,3,5,I didn't really know what to look for.,5.066666667,0.984375,41.45,34,Bachelors,Female,4,Great training module very interesting survey. Could turn this into a game really.,I was very impressed with both the video and then the training module it was very well designed. Having a guide to the task really helped. I wish I could have reviewed some things I wasn't sure about like finding people 2 interactions away.,7
5c0333c84e1b7b00016a83fd,adjMatrix,MViews has the lowest amount of tweets overall even though it is the fourth most followed and the second youngest account.A cluster is formed between Jon EVis19 Jason giCentre Noeska Alex Robert and Jeffrey.giCentre has 10 interactions with itself the most of all accounts.,5,7,,7.433333333,0.848958333,43.98333333,20,High School,Male,4,Overall the tasks went well and the platform worked without a problem.,How to locate a cluster could have been more thoroughly explained in relation to its boundaries.,3
5c029ef655614800012b1c7e,adjMatrix,MViews has a lot of followers for a such a low amounts of tweets but understandable considering they're a institution probably bought them or told employees to follow their profile given their account is only 262 days old,7,1,,2.266666667,0.90625,44.26666667,23,Bachelors,Male,3,With a lot of columns and rows the font is really hard to read and not really accessible for older folks who may lack eye-hand coordination which may lead to some mistakes. Overall I liked the survey if you even want to call it that I'd call it just an exercise. Very interesting to see all that data visualised and being able just get better and better at displaying it and finding out answers to questions is definitely cool.,,7
5c006fd6d5b5b60001318dd8,adjMatrix,gicentre has the double of the interactions,1,4,,1.2,0.578125,40.66666667,22,Bachelors,Female,3,,,2
5bfbf8f326e31d000104a6d3,adjMatrix,Iå«ve noticed some proximity betwen Evis19 Jason giCentre Noeska Alex Robert and Jeffrey,3,4,,1.833333333,0.421875,32.16666667,21,Bachelors,Male,1,I really liked this study it was a bit complex but a good challenge,,5
5bf0c387f4d94900011c8d7e,adjMatrix,The interactions in the network are very sparse aside - The clustering shows that a small group of people/institutions are responsible for most of the interactions. Further Robers seems to be some sort of super connector.,3,7,I wasn't sure what I was looking for here.,4.116666667,0.791666667,56.68333333,52,PhD,Male,3,,I was fine on stuff that was based on multiple/sequential sorts but the training videos needed more explanation on paths between nodes and two test examples would have been more helpful.,3
5bec51ea73b744000158e6e3,adjMatrix,jeffery interact with a most number of people,5,3,Not sure what I was suppose to find. No enough experiences or understanding to really give a report on this,1.9,0.692708333,45.96666667,51,High School,Male,4,The instructors was not clear and felt like I was being thrown into the deep end with a extremely minimum understanding. Not very confident on answers as I was not sure of the questions at time. ,I felt they were not very clear as there was way too much to learn right away especially with very little and outdated understanding of data visualization ,3
5be87e33a14b540001aa2ea5,adjMatrix,Some institutions don't have very many tweets but a lot of followers which is weird. A lot of EU accounts are old but don't have very many followers.,7,1,,1.633333333,0.854166667,33.48333333,28,Other,Female,3,It was different but a fun study,,7
5be094f99da2d300010c8f62,adjMatrix,MViews is one of the most recent accounts and has tweeted only ten times but is also third place in number of followers which means that it can be paying for publicity or followers (or relies on an external network to have such a following).,6,4,,6.683333333,0.84375,75.93333333,39,Bachelors,Male,3,Some tasks are a bit frustrating.,Clusters need to be explained more.,4
5bd869bf92162c00019c1a54,adjMatrix,EVis19 has a lot of interactions despite being a relatively new account. EVision has a lot of tweets but hardly any interactions or followers. Jeffrey has a lot of interactions and the most followers but not alot of tweets,4,4,,2.533333333,0.802083333,27.08333333,20,High School,Male,4,,,3
5bc546d2614ed50001e678ea,adjMatrix,North Americans typically tweet more and have more followers than Europeans,6,3,,1.116666667,0.953125,27.71666667,19,High School,Male,3,I thought this was a lot of fun actually thanks!,,6
5bc26a0ea9070700012212e8,adjMatrix,Those with few interactions tended to have less followers/tweets than their clustered counterparts with high interactivity Account age sort of correlates with followers. Institutions tended to have less tweets.,4,1,,2.416666667,0.71875,31.8,30,PhD,Female,3,It is a very interesting tool but it may be a bit tough for those with no experience with these sorts of data analysis tools. May take the normal person (i.e me) a while to get used to sorting and solving.,It's a 5 for me because I have terrible memory. The help popup did help.,5
5bb4212e78330e000177ef69,adjMatrix,I didn't find anything surprising. ,1,7,,0.633333333,0.75,59.83333333,39,Bachelors,Male,1,,,7
5bb279805a4ee80001c39a8c,adjMatrix,Ryan has had his account for a long time but very few followers and tweets,7,1,,0.75,0.5625,41.81666667,20,High School,Male,1,A lot of information on the charts gets very confusing and hard to see,,4
5ba9a99738803d00012729de,adjMatrix,The person with the oldest account (Lynn) has very few interactions within the network but a relatively large number of followers and tweets. The institutions generally seem to have fewer tweets than the people but they also seem to be more likely to have a large number of followers in spite of having few tweets (with a few exceptions people with few tweets generally have few followers). It also seems that the European accounts seem to have more of a tendency to have few followers and few tweets -- maybe this suggests that Twitter is less widely-used in their countries?,5,4,,7.016666667,0.890625,50.2,23,Bachelors,Female,4,Overall I found the matrix very interesting to use. At times I did not feel that I was using it properly but I did find it mostly easy to navigate and I think that I could become very comfortable using a matrix in this way if I were able to practice with it more. In general this seems like a very efficient way to display and examine data. The study was very enjoyable overall!,I think it would have been helpful to have a few more rounds of practice before starting the tasks. Although some things were very clear and I figured others out as I went along there were some aspects of the matrix which I never really felt confident that I was using correctly.,6
5ba85e7eb3b5400001ce044e,adjMatrix,Jeffrey and Robert have the most neighbors and they have some overlap. ,1,7,,6.333333333,0.984375,56.41666667,32,Masters,Female,6,This is really interesting and probably the easiest way to look at all of this even if it is difficult sometimes. The windows within windows being different sizes was annoying.,,7
5ba81e70c2358e0001d27708,adjMatrix,Theres nothing particularly surprising no but the layout of the network is very intriguing ,7,1,,0.866666667,0.833333333,35.76666667,23,Masters,Male,4,Was very interesting albeit occasionally frustrating,Practice tasks and the first few main tasks helped more,5
5ba1387c2000c10001b71649,adjMatrix,Honestly I'm having so much trouble parsing this information after a lacklustre introduction that even if there were I wouldn't be able to spot it.There's a big ol' cluster in one corner I guess?,1,7,,1.7,0.828125,33.68333333,22,High School,Male,1,,,2
5b986afa4cac420001e389ea,adjMatrix,I think the cluster between Teo and Jeffrey is very dense as far as interactions go. Jefferey seems to have the widest spread of accounts they interact with while Teo interacts with quite few.,2,5,,4.983333333,0.70625,49.63333333,29,High School,Male,4,,I think there were a lot of functions to remember in order to extrapolate the information I wanted from the data and I found it difficult to keep track of them,5
5b97f8988ae8150001c7a887,adjMatrix,There are some accounts that are new but have a lot of followers.  There doesn't seem to be a correlation between number of followers and number of tweets.,4,6,,2.266666667,0.84375,45.43333333,41,Bachelors,Male,3,I enjoyed working on this task it was different from the usual survey tasks I do on prolific.  I think I did okay with the tasks on this system.,The training video was nice because it explained the system rather than just reading a bunch of text.,6
5b8772eacf366b00015e7795,adjMatrix,The vast amount of information on the network that can be combed though easily and quickly.  Once you get the hang of it the setup is pretty impressive.,7,1,,6.916666667,0.90625,56.9,23,High School,Male,5,Very useful tool,,7
5b84c2a21e35f00001743866,adjMatrix,More institutions have been joining over time,7,1,,4.183333333,0.666666667,53.16666667,23,Bachelors,other,7,,,7
5b84a7ea4f38790001778d53,adjMatrix,Lace has a very big base of followers given the fact that his account is quite new and he rarely tweets,2,6,,7.133333333,0.875,43.6,26,Masters,Male,6,,,5
5b63964f2696a70001ef51d3,adjMatrix,Robert seems to have interactions with nearly everyone,4,4,,1.966666667,0.796875,53.5,21,Bachelors,Female,4,The visualisation was pretty grreat it's a really great way to take in and analize information,,5
5b582035e62cbe000197d570,adjMatrix,most are people who have been interacting and from different continents,4,4,,3.433333333,0.640625,63.35,31,Other,Male,4,there were some questions that cost me to understand what they were referring to despite having seen the video with the instructions more than once,,4
5b4979dfd4c93b00019bfd88,adjMatrix,Some of the institutions especially MViews have one of the highest follower amounts but the lowest amount of tweets and the newest account to date.,7,1,,1.316666667,0.625,68.46666667,27,Bachelors,Female,6,,,7
5b48f2d0ff7497000125165e,adjMatrix,How do they measure account age? Are those just days in total?,7,1,,0.45,0.78125,24.2,28,Bachelors,Male,6,I liked how interactive it was but I felt there were some areas that were liking. I didn't really understand the clusters that well and the x number of interactions away threw me off a bit.,,5
5b2486c6007d870001c795a4,adjMatrix,nothing,2,2,,0.9,0.28125,65.03333333,46,High School,Male,6,,,4
5b222aff59f9620001c109cb,adjMatrix,Nothing particularly interesting,1,7,,3.466666667,0.765625,43.48333333,26,Bachelors,Male,5,It was a really interesting study. But it thought my resolution wasn't right and that took time so my Prolific submission is timed out but could you still approve for the effort and the complete answers for the study.,,5
5b0c4bbb1e55760001b96b8a,adjMatrix,Institutions have less likes than Persons.Mviews only has 10 Tweets but the 4th most amout of Followers.Most of the Accounts are really old.,7,6,,2.183333333,0.729166667,38.25,23,Masters,Male,5,,,6
5b044a6d72815200013eba92,adjMatrix,I found that there is one institution with only 10 twits and is the 4rth person with more followers in general and the most followed institution.This lack of other continents.I found that even when there is alot of twitter accounts in this  graph there is only one cluster.I found that this graph may be around one person this person is jeffrey.,7,6,,11.1,0.854166667,63.11666667,32,Bachelors,Male,5,i missunderstood some tasks maybe you can be more specific about what you want i dont know if it was only me,It was very easy to understand the given info in the video i only felt that you can add some filter options.,7
5aca8df5436f550001000d03,adjMatrix,It does seem quite easy once you've gotten used to it. It would take a bit of playing with to get fully used to it.  I think I've already worked out I've done some wrong re clusters by playing around in here now in previous questions... It does seem a lot easier to use than I was expecting while watching the video and doing the test runs despite the fact that I'm pretty certain I have some of the answers wrong. ,6,3,,4.666666667,0.84375,43.45,46,Bachelors,Female,4,It was easier than I was expecting unless I got a lot more answers wrong than I'm expecting to have then it was deciptivly hard to use!,,6
5ac9c4415cd1050001626162,adjMatrix,Teo and Mara have lots of followers yet they don't interact with almost anyone.,4,7,,2.3,0.75,49.66666667,29,Bachelors,Male,3,The video wasn't enough to understand how to solve these data visualizations.,,4
5ac393cf0527ba0001c2043c,adjMatrix,not sure,1,7,,0.183333333,0.40625,67.35,19,High School,Male,6,pretty fun and interesting learned a lot about data visualization,,7
5a93c4c8873cda0001dc608e,adjMatrix,Lynn only interacts with two people despite having tons of followers and tweets with a very old account.,4,4,,1.366666667,0.78125,23.83333333,23,High School,Male,5,I really enjoyed this study much more than most ive done. Very interactive.,They were useful might of needed to be a little longer in order to fully get all concepts.,6
5a84f454ae9a0b0001a9e4e5,adjMatrix,There seems to be a cluster around giCenter's 10 interactions with itself while no other node interacted with itself. Mviews has a lot of followers but very few tweets and a young account. Lace has a similarly high flower count for a relatively young and inactive account but to a lesser extent. ,5,5,,9.2,0.90625,49.78333333,43,Bachelors,Male,5,For examining direct connections between individuals it worked very well. I found it a bit more tedious to find extended links between nodes that were not directly connected. ,I think it could have used a little more on the concept of clusters but overall it was a good tutorial and taught me what I needed to accomplish the tasks. ,6
5a79004d17ef350001701784,adjMatrix,The person with most tweets is asianand the oldest acc is europeanavarage of interaction is between 2 or 3.an account glcentre interaction with itself 10 times.,5,5,,2.65,0.75,25.1,23,Bachelors,Male,5,I Think is a great way to see what kind of campanies interact with what companies would be cool to see a project with real companies or celebrities. if they intereact between them. and if they are affiliated or not.,The only part I think it wasn't explained well enoguh was the clusters. I think that question I missed it.,7
59b141dac05bb50001eb3847,adjMatrix,MViews has very few tweets and a low acct age but has many followers.Not a lot of people are from Asia.Most people from the EU don't tweet a lot and have fewer followers on averageJack is the only one from SA,4,6,,5.066666667,0.765625,30.23333333,20,Bachelors,Male,5,"The whole time I thought to my self ""there has to be a better/more effective way to display data like this""I really don't know if there is maybe this is the best.Figuring out how everything works was relatively easy for me.",,3
5993020a5f49420001caf86b,adjMatrix,People are more dominant to institutionsEU dominates followed by NAmost accounts are medium to 4Kmost people have 500 followers or less,3,6,I did my best. Things became clearer as I worked through. I needed a ruler for some tasks. I really wanted to process the information but sometimes it was very difficult.,2.6,0.65625,57.48333333,50,Bachelors,Female,4,"A little frustrating but kind of enjoyable. I""m not sure how well I did but wanted to do well. I sat and did the trials several times before moving on. I think after the 3rd tasks it seemed easier to understand. ",The training confused me more than working through with easier tasks. As I moved from task to task I felt my understanding improved. ,3
59789555a0b66b0001ea69ea,adjMatrix,I like the way that it is possible to study the people or institutions that are users of this network just by interacting with this framework. ,7,4,As a task with such freedom I believe that I explored and satisfied my curiosity and so my answers. whatever it is is correct,5,0.729166667,64.48333333,21,Bachelors,Male,5,"In general I think the tasks were easy but I had some doubts in some of the questions and the ""help"" section wasn't enough to clarify my doubts.",For me the training videos were very useful but it was a too quickly explanation to get some of the most complex concepts like the clusters,5
5977e3867412f8000194e1fe,adjMatrix,MViews has tons of followers but few tweets and interactions.Robert/Tamara and Rob/Jack interact a lot.,1,5,,1.5,0.75,24.15,40,Other,Male,6,This was a very unique study. Thank you for the opportunity to play with the data!,,6
5973751522e11b0001f3edf3,adjMatrix,None of the types and continents are shown in colour to indicate where//what they are,4,7,,2.95,0.604166667,40.4,31,High School,Male,1,The task/s were harder than I anticipated. My mind seemed to just go a bit dead and froze ,The videos were great but confusing too. But that's pure because I am a hands-on person to try something in order to learn. ,7
596f003434773e0001fc0d28,adjMatrix,There are more numbers of 'person' than Institutions' and I'm a bit confused about account ages that have 4474 as the top number (is that years? or something else?),1,4,,2.183333333,0.65625,67.73333333,38,Bachelors,Female,4,On one of the tasks the data would not load for quite some time and it didn't load until I refreshed my screen.,I needed more training as I obviously didn't pick it up fast enough!,2
58cefdb030c4cf0001ceb3ac,adjMatrix,Most accounts are people. They are mostly from the EU or NA. Only 2 institutions seem to be included in the largest cluster. ,7,1,,3.9,0.911458333,53.86666667,64,Bachelors,Female,4,This was interesting even if it was something I will probably never use. ,I wouldn't have been able to complete the tasks if I had not seen the video. ,7
58c84d506d1c600001a09319,adjMatrix,Jeffery has absurdly large amount of followers yet his amount of tweets are on low side. In addition his account is not from insistutional side nor does he have many mentions from many people. His account growth is purely inorganic meaning he probably bought those followers to articially boost his amount of followers.,7,1,,2.483333333,0.390625,33.63333333,25,Bachelors,Male,1,,,7
581649f0b434f0000184d2a9,adjMatrix,It is interesting to see how many people know each other. It is also interesting to see how most of the time someone's tweets usually correspond roughly with how many followers they have- but that some could still have an average amount with a lot of followers- showing status (fame) could be important. I was also somewhat surprised to see that the EU and North America made up most of the chart. It was cool to see how connected everything is. ,7,2,,2.183333333,0.5625,55.91666667,26,Bachelors,Female,4,The introduction tasks were really helpful it was fascinating to see what the network would look like and how connected some things are while others are so spread out. It gives an idea of how vast things really are on social media. ,,6
57e7f6f7bcd7150001df7314,adjMatrix,The alphabetically listing of the network appears to form a 3x3 grid of connections.,4,5,,1.333333333,0.84375,36.45,18,High School,Male,1,I think this is a very neat data network. It's a nice design if one spends time unlocking efficiency.,"The only thing I would emphasize is the difference between ""neighbors"" and just ""connections"" in general. I know it sounds obvious on paper but doing the task it's easy to forget.",6
57ca4b09993b08000192297b,adjMatrix,The scales on the right hand side of the screen are not accurate guides to the number of tweets or followers or the account ages that appear in tooltips when the bars are hovered over. For example if the scale is 0 to 1000 some of the bars will look like they are just under 1000 but they are actually meant to represent a number larger than that like Jeffrey's followers at 1194.Other than that the only odd thing that stands out to me is that EVis19 has a lot of interactions for a new account with few tweets or followers.,3,4,I'm not really sure what I was supposed to spot.,8.933333333,0.84375,51.46666667,25,Bachelors,Female,5,I disliked that the sort function on each of the columns on the right didn't work in reverse (least first) after a second click. The scales for the numbers in these columns were also misleading and I went into detail on this in the answer to the final part of the task. I would have liked more tools to sort the data using something with the functionality of SQL sorting.,"Clustering was not explained in enough detail and the ""help"" button in the task didn't go into detail on it. I would have preferred a more detailed text based explanation of the visualisation and controls rather than a video.",6
57a48845eeaf6d00018d62d7,adjMatrix,I think the amount of mentions is interesting.,5,7,,0.633333333,0.75,24.26666667,30,Bachelors,Female,3,Interesting task never done anything like it before. Interesting how twitter works.,They were useful and helped me better understand the task,7
56b3edf12bac74000d89e452,adjMatrix,Older accounts have more followers and tweets but only after 3819 days.Europeans in general have fewer followers and tweets compared to Americans.Many people have interacted with Jeffrey but only once.Generally institutions have fewer tweets and followers than people.,4,4,,4.516666667,0.807291667,48.91666667,27,Bachelors,Female,4,It was an interesting experience but confusing at times especially regarding the difference in terms that seem similar to me (clusters vs neighbours),I would have liked to have access to the tutorial (maybe in slideshow format) during the exercise as a refresher as I went along.,6
565248ccfea9c60012c5cc62,adjMatrix,Jeffrey Robert and Alex are higly connected. However Jeffrey and Alex have a rather low number of tweets.,1,6,,4,0.953125,33.46666667,32,Masters,Male,5,It was a very nice survey totally different to the other surveys.,Without the training it would be much more difficult to do the required tasks expecially the sorting functions are not as intuitive as other functions like the search bar.,6
55fc2b4377f33b000ecb21ed,adjMatrix,Mviews is the most standout to me.  They have a TON of followers second most to be exact and their account is the youngest by far.,7,1,,0.783333333,0.75,24.41666667,33,High School,Male,2,The study was fun I do feel better versed at data visualization now.  I feel like it was a great crash course and with some refining this could be an educational study for all those involved.The pay was also terrific and I really enjoyed participating thank you!,There were a few questions that the training visualization didn't cover.  I didn't quite understand the wording of one or two of them (I made a note on the ones that were confusing to me personally.),4
55e7b91341988f000575d6b5,adjMatrix,It's mostly half European and half North American; and mostly people. Most accounts are old.,1,7,,0.933333333,0.729166667,28.48333333,33,Masters,Female,3,I think it was really interesting and wished there had been more explanation and discussion. ,They were very useful. ,7
5591cd21fdf99b63126f6c60,adjMatrix,South America is the least popular continent for Twitter accounts.North America is the most popular continent for Twitter accounts.MViews is a relatively new account yet has a large number of followers.,4,4,,3.733333333,0.708333333,29.78333333,29,Bachelors,Male,3,I found the tasks enjoyable but with each individual task having such a large table it made me constantly fear misclicking.,The video did a good job of preparing me but truthfully the real task and the example tasks shown in the video were far different and induced a bit of nervousness.,6
558acd52fdf99b65685f03d9,adjMatrix,No not really. Nothing is standing out to me.,7,4,,0.916666667,0.578125,61.28333333,28,Other,Female,1,I just hope I did OK. I found some of the questions to be a bit hard. But I tried my best.,Very useful. I believe it helped me a lot to complete the tasks.,7
546e3c21fdf99b2b8df983fd,adjMatrix,MViews has one of the newest accounts yet among the most followers.,7,1,,1.2,0.83125,69.71666667,27,High School,Male,1,Was very confusing at first but got a little easier. Still I felt like I may have done something wrong but maybe I'm just being paranoid.,They explained most every question I came across.,6
545d6768fdf99b7f9fca24e3,nodeLink,Lace has a young account with a lot of followers compared to the older ones.,2,6,,1.166666667,0.859375,27.93333333,22,High School,Male,6,,,7
5588d7a1fdf99b304ee56840,nodeLink,Not really. Robert seems to have many links. Sereno has not too many followers or tweets. Mostly Europeans,1,7,I don't know if it's something particular to find,2.333333333,0.9375,29.71666667,23,Bachelors,Male,5,I had a hard time hovering and getting the exact counts of some fields if they were at the perimeter.,I liked them. But without the demo first they were kind of confusing. I felt like it went by a bit too fast as well.,6
55894f58fdf99b5ccca3c2f7,nodeLink,Hmm besides Alex and Robert together being connected to what seems to be about half of the network not much particularly.,6,3,,2.783333333,0.90625,50.33333333,25,Bachelors,Male,4,Was pretty straightforward and stimulating overall. Thumbs up.,,7
55d0d4b334e9060005e57470,nodeLink,Nothing particularly surprising. It does seem a bit odd that Jon Jeffrey Alex and Rob have such large networks with their lower than average tweeting. ,1,7,,6.533333333,0.96875,29.48333333,33,Bachelors,Female,3,For the most part it was pretty easy to see the data that was being conveyed. I especially liked that I could pull nodes off to the side to get a better look at the connections. ,,7
5609f723d7def20012b73f6e,nodeLink,Robert is very active Klaus is very inactive Robert and Jeffery are the two most important nodes in the graph. I thought there would be more institutions that take importance than people. A lot of the continents are clustered together which is not that surprising. ,6,4,,9.033333333,0.71875,27.71666667,23,Bachelors,Male,7,Was quite enjoyable. Visualisations can be a handy tool to display graph data especially network data like these ones. ,Training videos were quite good and informative. ,7
566c9284d408ea000519c6d7,nodeLink,There are only three accounts with an Asian origin and none from South America.,4,4,I wasn't sure how much I needed to comment on.,3.916666667,0.784375,29.5,30,Bachelors,Male,4,I thought they were fun. There were some tasks that were a bit hard and I felt like there should have been a way to search by country institution or any other way aside from just the name of the nodes.,,7
568c67547374ad000cc7448c,nodeLink,The institutions have fewer neighbors on average than the people.,2,7,,2.483333333,0.89375,34.36666667,37,Bachelors,Male,3,The visualizations varied widely in terms of ease of use. Some of the tasks were very very easy while others were very time consuming and hard.,,7
572f526c3c27e7000e0b8aaa,nodeLink,nothing I can see in particular,1,7,,2.466666667,0.70625,53.76666667,29,Bachelors,Male,3,The visualisation described the data well only problem was the tool-tips sometimes appeared a long way from the selected node,,6
574b79285e549100063c292e,nodeLink,How little represented that Asia and South America is as a whole. ,4,4,,1.85,0.94375,51.9,36,Masters,Male,4,I really thought it was an unique and interesting task. I thought it would be more difficult based on the number of nodes but it was more than manageable. ,,7
5754701bae3fc40006e1d950,nodeLink,I don't see anything that stands out.,2,5,,0.766666667,0.83125,21.48333333,25,Bachelors,Male,4,It was interesting and I enjoyed doing it.,,6
57703d9ee26bd40001ebf9e8,nodeLink,Some users on the outskirts of the graph (i.e. having a small number of edges) have a disproportionately large number of followers. You can't get that many followers just by interacting with one or two users so it shows that you had to cut the graph off somewhere because otherwise it would go on forever.,1,4,,2.333333333,0.95625,19.26666667,19,High School,Male,6,,,5
57a344d28eccbc0001f39d60,nodeLink,alex seems to have had a lot of interactions with various nodes but not many likes. Indicating he may tweet mention or retweet a lot and be very active.,3,5,,2.85,0.8,29.9,23,Bachelors,Female,5,i think the screen resolution was slightly too high I would've preferred to be able to see the whole map without scrolling to see different nodes. But other than that it was an interesting task.,,6
57b8e70f35624400013d690c,nodeLink,Eytan and IDL have many followers but very few tweetsas do Wood and Ben.,4,4,,3.066666667,0.76875,33.06666667,30,Bachelors,Female,3,It was an interesting and fun task.,The training videos were probably vital for understanding the visualizations and performing the tasks.,6
57bedd51eb2a5400013425c4,nodeLink,In reality they are all connected in some form or another. If by interaction continents or mentions. But this way of looking at the entire web is super complicated and confusing.,2,6,,2.233333333,0.84375,34.71666667,56,Unspecified,Female,4,I thought it was quite interesting like a puzzle to solve.,Very without it I would have possibly not been able to finish this. I might have returned it at some point. The video helped me make a little sense og it. Clues to look for.,7
57fefff657ee39000120e089,nodeLink,Nobody from SA only two from AS,4,5,,1.3,0.96875,27.51666667,30,Masters,Female,4,Would be helpful if you could select items other than people's names to filter (county etc.),,6
58bcbadacedda800015fa498,nodeLink,"From what I can tell Robert and Jeffrey appear to form the two major ""hubs"" of this social network both with the highest number of connections and several that overlap. There are other smaller hubs like Rob and Lane with similar features. Each of these share a larger account age compared to less connected people in the network and boast high follower counts too.",6,1,I enjoyed this activity very much.,3.083333333,0.9125,44.08333333,21,High School,Male,5,This interface and the data visualizations worked fluidly and was intuitive. I understood how to navigate the tasks and answer each question. One of my only complaints would be that sometimes the data popup bubbles when hovering with my cursor did not appear above the cursor but somewhere else. The font was also small. This is one of the more unique and stimulating studies I have participated in on Prolific and I am grateful that I could be a part of it.,The training videos gave the necessary instructions to grasp the material and being able to go back was useful.,7
58d81a664240e5000118ff51,nodeLink,Jeffrey hasn't made many Tweets (less than a thousand) yet has a lot of followers and a fairly long account age. Andrea and Mandy are two people who do not have much social influence but are connected with him.,6,1,,1.466666667,0.8,39.75,29,Masters,other,1,This is definitely one of the more interesting and intriguing studies I've done! I'm curious to see what it's testing for.,I don't think I could have attempted this without these training materials honestly.,5
58e95834f3f183000171167a,nodeLink,I would have assumed that a high follower count would also mean a high tweets count; however in many instances I can see that this is not true. Most notably MViews stands out.,2,6,,2.5,0.9375,32.43333333,21,High School,Male,4,I have a 1600x900 monitor yet in the practice section of the study the tutorial popup instructions were off to the right side of my screen. I was full screen the whole time so that needs to be fixed in the future.,The practice examples were more helpful.,3
5922db5cb43a8300015df898,nodeLink,Jeffrey and Robert are connected to nearly everyone on the network.,6,2,I clicked some of the nodes and seen what was connected.,1.066666667,0.953125,37.75,37,High School,Female,2,I preferred the nodes that had the thick lines and the colorful nodes it was easier to understand.,I think that the training video helped to understand what the network was about.,6
59497b268bb5730001d4fe2f,nodeLink, the accounts with the most interactions are North American,5,7,,2.416666667,0.875,42.98333333,31,High School,Female,4,I actually enjoyed it might look into it more in the future,,7
5956738092b7c9000169389d,nodeLink,Klaus has many connections but few tweets and followers. He also has an old account.,4,5,,0.95,0.59375,37.23333333,33,Bachelors,Male,3,The task instructions were more helpful than the introduction video. Thanks.,,5
596d9b437f8c1e00017cbb58,nodeLink,There are a lot of nodes people with only 1 interaction.  Jeffrey and Robert are the lynch pins of the network,1,4,,3.633333333,0.89375,49.45,51,Other,Female,2,interesting data presentation,,7
59dc458f77860e000151240e,nodeLink,It seems that the people with multiple connections mostly connect to one person and the chain dead-ends there.  Some of them like Alex and Jeffrey also have few tweets which is interesting for how many connections and followers they have as well as for how old their account is.  It appears that most European people interact with everyone while North American people tend to form small groups of other North Americans like with Rob Lane and Jeffrey.  ,6,1,It was slightly hard to come up with something to comment on but having done all of the previous tasks I was familiar with what the layout meant so I could extrapolate some thoughts.,6.183333333,0.875,44.71666667,36,High School,Male,3,I really liked how intuitive the visualizations were but the colors could have used some more variation especially on the ones that used three shades of blue.  This would help it stand out more and allow you to search visually quicker and easier.,I feel like I could have figured it out without the videos but I appreciated them nonetheless.,6
59f1de0177860e00015138fe,nodeLink,Can't spot anything aurprising,1,6,,1.433333333,0.875,22.01666667,28,High School,Male,4,,,7
